How to Lose Friends & Alienate People

REVERSE	A YOUNG BOY sits watching the film, his clothes and the room around him telling us this is England in the 1960s. He is staring raptly at the actress.
SIDNEY	The Queen? Yeah, I know the Queen. Just fill in the form will you? Sidney suddenly notices Sophie Maes and Eleanor Johnson walking towards them. Sophie looks more STYLED than before. She is holding her Chihuahua, Cuba, which is dressed in a tiny coat. Sidney DISAPPEARS UNDER THE DESK. We hear a RIP as he yanks the tape off his face.
LAWRENCE MADDOX	Hey! Cuba! He pets the dog, who greets him enthusiastically.
SOPHIE MAES	He likes you.
LAWRENCE MADDOX	Well, I'm one of the Friends Of Cuba.
SOPHIE	No, don't! It's so embarrassing! That picture's everywhere now. And I had no idea the dress was so see-through! And people are talking like it was some kind of stunt.
ELEANOR JOHNSON	Such a cynical age. Hello Sidney. Embarrassed, Sidney gets up from under his desk.
SIDNEY	Hello! Didn't, didn't know you were coming in...?
ELEANOR JOHNSON	Lawrence is taking us to lunch at Cipriani.
SIDNEY	Oh great. That's great.
SOPHIE MAES	Lawrence? Could I leave Cuba here? He doesn't like Italian food.
LAWRENCE MADDOX	Of course you can. He can stay in my office. Sidney? Fetch Cuba a bowl of water, will you? Sidney stares at him.
SIDNEY	(forcing a smile) Of course.
ELEANOR JOHNSON	That is a lovely ring. Where is that from?
SIDNEY	It was my mother's. She gave it to me.
ELEANOR JOHNSON	Oh, you Sweetie. That is very, very...(dismissing the topic) So, listen...You've met Vincent Lepak haven't you, Sidney?
SIDNEY	Uhuh.
ELEANOR JOHNSON	He has a new movie coming out soon and Lawrence is over- stretched as it is. How would you like to write a story on him?
SIDNEY	A story? Absolutely. That would...I'd love to...
ELEANOR JOHNSON	Well, great. Maybe we could get together and discuss the angle?
SIDNEY	Okay. (Beat) What do you mean?
ELEANOR JOHNSON	Well, I'd need to know how we're going to present Vincent, check the story, so on.
SIDNEY	You want copy approval?
ELEANOR JOHNSON	Any stories written about my clients need to be in their best interest, that's all. If things work out with Vincent we could maybe talk about a follow up story on Sophie? What do you think?
SIDNEY	I'm sorry, Eleanor, I don't...I don't work that way. Alison stares with surprise at Sidney. He just went up in her estimation.
ELEANOR JOHNSON	Sidney dear, think of it like this: you write about one of my clients, you are borrowing some of their "star-light" to help sell your magazine. All I'm saying is quid pro quo. Sidney is unable to hold back a snicker.
SIDNEY	Their star-light? Eleanor's face hardens.
SIDNEY	Hello Cuba. I'm Uncle Sidney, come to see how you are. You wanna play? You wanna little play? He takes a RUBBER BALL out of his pocket and holds it up for the dog to see.
SIDNEY	Fetch! He tosses the ball in the air. Cuba runs after it and trots back, stumpy tail wagging, the ball in its teeth.
SIDNEY	That's it! That's it!
SIDNEY	We're gonna be best pals aren't we? You're going to like me more than that prick Maddox, aren't you? Fetch! He tosses the ball again which promptly bounces off the wall straight out of the half open window.
SIDNEY	No! Cuba is already running towards the window... Sidney's yell slows and distorts as we move to SLOW
SIDNEY	Cuba?
SIDNEY	(waiting for the lift) C'mon...C'mon... Alison walks past, sees him and does a double-take.
SIDNEY	(seeing her coming) Shit, shit, shit...
ALISON	That's my bag.
SIDNEY	I'm just...just borrowing it. I'll bring it straight back.
ALEX	What are you talking about? Give it back. She reaches out to take the bag. Sidney holds on desperately.
ALISON	Stop it! Give me the... She tugs violently, pulling the bag open. A small PAW lolls out. Alison freezes staring at it. Silence.
ALISON	Oh my God.
SIDNEY	It was an accident.
ALISON	Oh my God.
SIDNEY	I was just trying to make friends. Please don't tell her. Please don't tell her. Cuba? Cuba? Startled, Sidney darts into Maddox's office.
ALISON	What are you doing? You can't...!  He jerks the window open and empties Cuba out of it,  slamming it shut just as Sophie, Eleanor and Lawrence walk  in.
LAWRENCE MADDOX	Alison, have you seen Cuba?
ALISON	W-What? She darts a glance over to where Sidney stands with his back to the window, gazing at her pleadingly. From behind him comes a faint creaking sound.
ELEANOR JOHNSON	Sophie's dog! Have you seen him? Sidney hangs his head, awaiting the coup de grace.
ALISON	Uh...no. No idea. Sidney stares at her in amazement. Behind him Cuba's body appears at the window, rising into view on a WINDOW WASHING PLATFORM. A Window Washer, stands at the other end of the cradle, bobbing his head to the music in his headphones. Alison stares at the dog in horror while the others talk, oblivious.
LAWRENCE MADDOX	Don't worry, he couldn't have got  very far.
SOPHIE MAES	Cuba? Cuba! Cuba trundles on up to the sky.
SIDNEY	Clayton? Have you got a minute? Clayton lights a cigarette, stares out of the window. Sidney comes in.
CLAYTON HARDING	Did they find that rat yet?
SIDNEY	No...Not yet. I think maybe he got out the building? Sidney hovers.
SIDNEY	Congratulations on the Man of the Year thing. How was the lunch?
CLAYTON HARDING	I don't know. Thousand dollars a plate, all I could taste was ass. I'm kissing their ass, they're kissing my ass. (Beat) I get this dream sometimes. Someone's set fire to the building - Heywoods - Sharps magazine - the whole thing, it's going up in flames. My analyst thinks it's an anxiety dream. I never tell him how happy I am watching the fucker burn.
SIDNEY	I want to do a story on Vincent Lepak. Not a puff-piece. Something funny, but with teeth. The kind of thing Snipe would have done. Everyone's treating him like he's a genius and he's an idiot.
CLAYTON HARDING	Look at these things. How'd I get a closet full of blue fucking shirts?
SIDNEY	Um...I don't know.
CLAYTON HARDING	I don't know either. This is an office for Christ's sake! Why've I even got a fucking closet?
SIDNEY	(he can't believe it) Do it?
CLAYTON HARDING	Fuck it. Yeah. Do it. He's an annoying little prick. Go take him down. This is your shot.
SIDNEY	Thanks Clayton!
CLAYTON HARDING	You're my little Hit Man.
SIDNEY	I'm your little Hit Man!
CLAYTON HARDING	Go do it!
SIDNEY	Okay! He scuttles out. He ducks back around the door.
SIDNEY	You could call me The Jackal!
CLAYTON HARDING	Out.
SIDNEY	Okay! He ducks back out again.
ASSISTANT	Mister Young?
SIDNEY	Yes?
ASSISTANT	I'm Sophie Maes' assistant. I'm afraid Sophie isn't here right now.
SIDNEY	(looking past her) Look I know she's in. I'm not a stalker. I just know she's upset about losing her dog and...
ASSISTANT	She isn't here.
SIDNEY	Well, can I at least check that she got my present?
ASSISTANT	Okay. Did you send the flowers?
SIDNEY	Flowers? Yeah,'cos she doesn't get enough flowers, does she? No, I sent her the fish. The Young Woman looks suddenly nervous.
ASSISTANT	Oh.
SIDNEY	Gold-fish. In a bowl. Did she get them?
ASSISTANT	Yes, but...they were dead.
SIDNEY	All of them?
ASSISTANT	Yeah. It was kinda shocking. Were they dead when you sent them? Sidney stares at her.
SIDNEY	What? No, they were... Who sends people dead fish?
ASSISTANT	The Mafia?
ALISON	My God, you're like a serial killer.
SIDNEY	This wasn't me. (Beat) I...I laid him to rest. Cuba I mean. I took him over to...
ALISON	I don't want to know.
SIDNEY	Okay. (Beat) Well, I just...I just wanted to say...about not telling them...I really appreciated it. It was good of you and, and...you know...not many people would, uh...
ALISON	It's okay.
SIDNEY	Why didn't you?
ALISON	You don't need my help to screw up here, Sidney. I mean, the only things you make are mistakes and stains.
BARMAN	Can I help you?
SIDNEY	(following his gaze) Just a couple of straws please.
SIDNEY	Can I ask you something? How come you've always got the notebook? Is it a diary or something? Am I in it?
ALISON	It's...it's a novel I'm working on, alright?
SIDNEY	Wow.
ALISON	Go ahead. I know. I'm a walking clich�.
SIDNEY	No - a novel, that's...that's pretty impressive. You're writing it by hand?
ALISON	Yeah, it...I don't know. It keeps it separate from the magazine work. Makes it seem special.
SIDNEY	You're full of surprises, Sister.
SIDNEY	So...you waiting for your boyfriend?
ALISON	Uh, yeah, so...
SIDNEY	What's he do, the mystery guy? Is he a hack too?
ALISON	Actually he's a poet.
SIDNEY	Really? What's he look like?
ALISON	What?
SIDNEY	Just most poets you see aren't really good-looking, are they? Spend their time stuck in a room, end up looking like Golem. Is he...?
ALISON	He's very handsome, thank you.
SIDNEY	Right.
ALISON	You know what I don't understand? You're desperate to get a story in the magazine - so why wouldn't you play ball with Eleanor, write the puff-piece?
SIDNEY	I resent being bribed to gush sycophantically about a star, okay? I choose to gush sycophantically. Alison stares at Sidney trying to figure him out.
SIDNEY	It's okay anyway. Clayton's given me a story. I'm on my way.
ALISON	Well, that's good. Sidney smiles back at her. They look at each other...it's almost the start of a MOMENT... Then suddenly on the TV above the bar, a MOVIE TRAILER begins. Distracted Sidney turns to watch - it's Sophie Maes' new film - The Suffragette - Sophie, a glamorous Emily Pankhurst... Sidney looks back to Alison but she has turned away, suddenly awkward.
SIDNEY	Okay, well...better get going.(Leaving) You take my advice, you'll get yourself a boyfriend who's going to show up once in a while. He leaves. Beat. Alison stares at the empty stool beside her.
CLAYTON HARDING	Which makes it...a half page left. Lawrence? Any ideas?
LAWRENCE MADDOX	Yeah. Rachel Petkoff, fabulous  sixties actress, one of my all time favourites. Just made a wonderful movie called Five Boroughs. I think she's poised for a come-back and I think we should get there first, do a profile. Sidney stares at him in disbelief. He looks over to Alison who avoids his gaze.
CLAYTON HARDING	Sounds good. Let's do it. Okay that's it people.
SIDNEY	Uh...Clayton?
CLAYTON HARDING	What?
SIDNEY	Did you read my story on Vincent Lepak? Clayton frowns down at some papers, feigning distraction.
CLAYTON HARDING	What? Oh, yeah. That's...that's not going to work. Sidney can't believe it. Clayton gets up to leave.
SIDNEY	Rachel Petkoff? One of your  favourite actresses? You'd never fucking heard of her! That was my idea! Lawrence stops and turns back.
LAWRENCE MADDOX	So it was. You have any more good ideas don't forget to bring them to my new office. He is about to walk on but remembers something.
SIDNEY	What? You spend half your life chatting up the staff!
LAWRENCE MADDOX	When I do it it's called flirting. When you do it it's called sexual harassment. Consider this an official warning. I won't tolerate sexist behaviour. He walks off. Sidney glowers after him.
LAWRENCE MADDOX	I know that wasn't Greg's way of  working but Greg isn't deputy  editor any more. I am, and I'm making changes. There is a knock at the door and Sidney walks in with an attractive BLONDE WOMAN in a long coat and dark glasses.
SIDNEY	Uh, Lawrence? This lady's been looking for you?
LAWRENCE MADDOX	(to the woman) Can I help you?
WOMAN	Are you Lawrence Maddox? The new deputy editor?
LAWRENCE MADDOX	Yes?
WOMAN	Well, I've just come to say congratulations on your promotion.
LAWRENCE MADDOX	Thank you. I'm sorry, you are...?
WOMAN	I'm your present. The Woman produces a Beat-Box from behind her back and switches it on. She drops her coat to reveal underwear and stockings underneath. Maddox stares in frozen horror as the STRIPPER dances over to him, removing her bra.
INGRID	Hey Mrs Harding. Two Impeccably-Dressed Little Girls follow Mrs Harding into the room.
INGRID	Oh my God! So adorable!
MRS HARDING	(to the Little Girls) And this is the Fashion Department. [To Ingrid] Where's Mr Maddox now?
INGRID	Oh he's down the hall. Room 217.
SIDNEY	(with mock horror) Uh, Lawrence? This is...this is sort of inappropriate isn't it?
LAWRENCE MADDOX	Will you please...
SIDNEY	Oh God, this is...this is awful...
LAWRENCE MADDOX	Hello, Mrs Harding. Girls...
CLAYTON HARDING	Get in.
SIDNEY	I didn't know it was Take Our Daughters To Work Day. I didn't even know there was a Take Our daughters To Work Day.
CLAYTON HARDING	Shut up. (Beat) You know, when I told my wife I'd hired another Brit, she was excited. She still thinks you're all like something from Pride and Prejudice. But you Sidney ...you're like a British person born in New Jersey. (Shaking his head) Why did I hire you?
SIDNEY	I don't know - why did you hire me?
CLAYTON HARDING	I had an attack of nostalgia. It's passed. Like gas.
SIDNEY	What was wrong with my story?
CLAYTON HARDING	What?
SIDNEY	Why did you kill my Vincent Lepak story?
CLAYTON HARDING	It wasn't good enough. Plain and simple.
SIDNEY	It wasn't good enough?
CLAYTON HARDING	We don't do hatchet jobs here.
SIDNEY	It isn't a hatchet job!
CLAYTON HARDING	This opening quotation - "It's only too easy to catch people's attention by doing something worse than anyone else has dared do it before..." Who are you thinking of here? Vincent or yourself?
SIDNEY	He's a talentless, pretentious little twat who thinks cinema began with Tarantino and someone needs to say it. And you told me to do something with teeth! You said...
CLAYTON HARDING	I'm trying to run a fucking magazine here! Sidney stares at him, angry and disappointed.
SIDNEY	"A free press is the last defence against the Tyranny of Stupidity."
CLAYTON HARDING	Save me your tin-pot philosophy, okay?
SIDNEY	It isn't mine. It's yours. First issue of Snipe.
CLAYTON HARDING	Oh, grow the fuck up, will ya! You're not Robin Hood and you never were. You bitch about famous people for the same reason I bitched about them. Because they got invited to the Party and you didn't. Well you're at the Party now so quit bitching and do your job! You're on your last life here, you understand? One more fuck up like today and you're gone.
SIDNEY	Won't you have to run a decision like that past Eleanor first? For a second Clayton looks like he might throw his ashtray at Sidney. Then he controls himself.
CLAYTON HARDING	Get out. Sidney crosses to the door.
SIDNEY	(he can't help himself) Looks like I was too late to save you after all. He walks out.
ALISON	You hired a stripper?
SIDNEY	I didn't "hire" him. Bob did it for a favour.
ALISON	I thought you wanted to be a success here?
SIDNEY	I do! It's just...(ruefully) It wasn't me. It was Clark. Alison laughs.
ALISON	The famous alter-ego? How long's he been hanging around?
SIDNEY	Since I was a kid. Anytime something got broken, or the bathroom got accidentally set on fire - it wasn't me. It was Clark. (Beat.) The weird thing is, he kind of took over.
ALISON	How old were you?
SIDNEY	I don't know, twenty, twenty one... Alison laughs.
ALISON'D)	Well, let me tell you, if only you could get rid of that Clark, you could be a real winner.
SIDNEY	Clayton's not going to print anything I write. I've been on salary for six-months and I've written precisely one hundred and seventy five words. On a dollar- per-word basis, I'm the highest paid writer in the history of this magazine.(Beat) He's not going to renew my contract.
ALISON	What did you expect, Sidney? Vincent's one of Eleanor's clients. I told you. They're Untouchables.
SIDNEY	I thought Clayton was different. I really did. (Beat) The only thing I'm good at is pissing people off, and he won't let me do it. (Beat) "My glory walks hand in hand with my doom." (Off her look) Troy
ALISON	Troy who?
SIDNEY	Troy, the movie.
SIDNEY	Everybody hates me here. You're the only one who'll talk to me.
ALISON	You cornered me.
SIDNEY	(a little embarrassed) No, I mean it. You're the person who's been most, you know... uh...abusive to me.
SIDNEY	You want another drink?
ALISON	(beat, smiling) Alright. I'll have a beer. Sidney walks off.
LAWRENCE MADDOX	Sophie, my darling. Looking ravishing as always. Whilst the two are engaged in kissing cheeks, Sidney takes a credit card from his wallet and drops it surreptitiously by Sophie's feet.
JOURNALIST	You know what I read the other day? Your collection of poems - The Hollow Heart? Man, they're great. Sidney reacts to this, feeling troubled for some reason.
SOPHIE MAES	You write poems?
LAWRENCE MADDOX	In another life. The BARMAN is handing out drinks.
BARMAN	And a White Russian?
LAWRENCE MADDOX	Right here. Sidney stares at the drink, feeling like he's just been punched in the stomach. Maddox notices him.
SIDNEY	That's...that's mine.
LAWRENCE MADDOX	But your name's not "Hon".
SIDNEY	(reaching for it) It's short for "Honourable".
LAWRENCE	(whisking it away) As in, "the Honourable Sidney Young"?
SIDNEY	Can I please...?
LAWRENCE	(holding it out of
SIDNEY'S REACH)	So how come it says "Hon Young"? They made you sound like some Korean medical student.
SIDNEY	They screwed it up. Please.
LAWRENCE	Sidney baby, you don't wanna go faking a British title to impress Sophie. It's the Fourth of July. (Handing back the card): We're celebrating the fact that we threw a bunch of British aristocrats out.
SIDNEY	Why don't you shut up, Maddox?
LAWRENCE MADDOX	Careful Sidney. Remember - if it wasn't for us you'd all be speaking German.
SIDNEY	You're Canadian. If it wasn't for us you'd be speaking French.
SIDNEY	(muttering to himself) Choke. Choke. He puts his fingers to his temples as if to channel telekinetic powers.
SIDNEY	Choke...choke... Sidney realizes Harding's wife is passing with her two daughters.
SIDNEY	Hello, Mrs Harding. Lovely party. With a look of alarm she shepherds the girls away. A tall older man dressed in white with a long white beard appears next to Sidney.
OLDER MAN	How are you? Sidney nods gloomily.
SIDNEY	Yup.
OLDER MAN	You should walk with bare feet as much as possible, ground all that  negative energy. Sidney examines him.
SIDNEY	So...you're a wizard or...?
OLDER MAN	I'm a spiritual healer.
SIDNEY	You can make a living doing that?
OLDER MAN	Oh God no. I'm a dentist.  They stare at the party for a moment.
SIDNEY	Um...no, thanks.
SIDNEY	Hey! Hello again? Rachel smiles at him distantly, clearly not remembering him.
RACHEL	Hello. (Turning back to the others) No, Lawrence is a wonderful writer. I really felt like he got to the heart of me. Sidney snorts. Rachel turns back to him, faintly irritated.
RACHEL	I'm sorry, have we...?
SIDNEY	Sidney. Sidney Young. We met at... Another GUEST walks past Sidney and kisses Rachel.
GUEST	I saw Five Boroughs the other day and wept!
SIDNEY	In-ger-lernd! In-ger-lerrrrrrnd! He spots HUGH GRANT amongst the crowd, watching him, puzzled.
SIDNEY	You! Grant! Come on! In-ger- lerrrr... With that he slips from the balustrade and crashes into the shrubbery below.
ALISON	You okay?
SIDNEY	What?
ALISON	I said are you okay?
SIDNEY	I'm fine. Yup. Fine. (Beat) You?
ALISON	Yup. (Beat) No, actually. I hate my life so, you know, I'm gonna get drunk. Sidney nods, vaguely. They stand in awkward silence for a moment. Then...
SIDNEY	Right...See you... He walks off. Beat. He walks back into frame suddenly.
SIDNEY
ALISON	What?
SIDNEY	How the...You...having an affair with Maddox! I mean...Maddox for Christ's sake! The Man With Hidden Shallows! Jesus! I mean, I used to think you were...I was starting to...I mean, at first I thought you were a pain but then I started to think...but I mean...Maddox? How can you live with yourself? Alison stares at him, pale, blinking back tears.
ALISON	I couldn't. That's why I've broken up with him.
SIDNEY	Well, that's no...that's, you know...(Beat) You broke up with him? Alison walks off. Beat. She walks back.
ALISON	Which leg did you hurt?
SIDNEY	This one. Alison kicks the leg.
SIDNEY
SOPHIE MAES	You know what? There's something very damaged about you.
SIDNEY	Huh...
SOPHIE MAES	Like an animal that's been hit by a car or something. Like a deer or...like a pig maybe? When they walk funny and the other animals keep away from them. Little limpy pig. I'm drawn to sick animals. That's why I picked Cuba - because he had like psychological problems? (Her eyes well with tears) Poor little Cuba. Where is he now?
SIDNEY	Huh...
SOPHIE MAES	Jesus, I'm wasted. Are you wasted? I'm wasted.
SIDNEY	Congratulations on becoming incredibly famous by the way.
SOPHIE MAES	Thanks.
SIDNEY	What's it like?
SOPHIE MAES	What's what like?
SIDNEY	Everything.
SOPHIE MAES	Weird. It's happening so fast and...it's like it's got nothing to do with me. It's like I'm not even really here. She laughs softly.
SIDNEY	You're here. She turns back to look at the stars.
SOPHIE MAES	I'm so hungry.
SIDNEY	Would you...would you like me to get you some food?
SOPHIE MAES	Are you crazy? There might still be a photographer around. They lie in silence for a moment. You know what would be nice though? Some coke. She rubs her face, close to falling asleep.
SIDNEY	(out of breath) Wizard! Wizard Dentist Man! Need Wizard Dentist Man!
SIDNEY	I will never, never, never forget this. Thank you! He starts to hurry away.
SIDNEY	What are you doing?
ALISON	None of your business...
SIDNEY	You can't drive. You need to go and sleep this off somewhere.
ALISON	Firstly, you are a stupid asshole and I hate you and Secondly... Secondly... She muses on what she was going to say next. Sidney looks over his shoulder, imagining Sophie waiting for him.
ALISON	Secondly...
SIDNEY	Yeah, okay. Listen, you try driving in this state you're gonna kill yourself.
ALISON	Who'd care if I did? Beat. Suddenly she bursts into tears. Surprised, Sidney stands, uncertain what to do.
ALISON	I've got to go. Got to go. Sidney holds her to stop her falling. He stares back at the pool and then down at Alison.
ALISON	I thought I had it all figured out. A - get the hell out of Port Huron, come to New York. B - do the serious journalism thing to pay the bills while I, you know, write the novel. C- Win a Pulitzer. E...
SIDNEY
ALISON	D - I don't know what D was. Then I took the internship at Sharps and I met Maddox and he was...he was so...and before I know it I'm writing, you know, Ten Tips for the fucking Metrosexual and pretending this is what I wanted but this ISN'T what I wanted! And that's...that's why I hated you...
SIDNEY	I didn't know you hated me.
ALISON	...because you were right about me. I'm a ghoul, writing fluff!
SIDNEY	You're not a Ghoul. You're a Zombie. Alison leans her head against the window.
ALISON	But he isn't the person you think he is, okay? Maddox. That's just a front. He thinks he's let himself down by giving up the poetry and he's unhappy. And the marriage is a sham, I mean... I just...I couldn't end it. I just couldn't and...
SIDNEY	(can't take anymore) Look, I don't need to hear this.
ALISON	Fine.
ALISON	Need a cigarette. Where are my fucking cigarettes?
SIDNEY	You don't smoke.
ALISON	Oh yeah.
ALISON	Do you think I have low self- esteem? Am I afraid of a real relationship? Do I think an affair is all I deserve? I mean, okay, he's handsome and successful and he's great in bed...
SIDNEY	Could you just be quiet?
ALISON	When I told him I couldn't see him any more...I don't know if he cared. I love him and, and I don't know if he cares!
SIDNEY	Well, I'm...I'm sure he does. He's probably just not very good at expressing his emotions.
ALISON	I'm so fucking sophisticated! I mean there's not even a little bit of Port Huron left, right? I've got the haircut and the job and I've got the parties and I've even, I've even got the affair because that's what sophisticated fucking people do!
SIDNEY	Alright. Alright. Don't, you know, get snot everywhere...
ALISON	Oh G-God...
SIDNEY	What? Alison lurches down out of sight and is sick on Sidney's shorts.
SIDNEY	Alison? What's your address? (Beat. Shaking her) Alison? Alison snores loudly. Sidney sighs.
SIDNEY	Shut up will you? You'll wake the old witch up. He stops suddenly and turns. Mrs Kowalski glowers at him from the doorway. Sidney freezes - a sickly smile on his face.
SIDNEY	Did...Did we wake you?
ALISON
(SUDDENLY WAILING
DRUNKENLY)
SIDNEY	Hello Dad.
ALISON	(as she goes by) Love this song...
SIDNEY	She, uh, she isn't actually a prostitute.
RICHARD YOUNG	Oh good.
ALISON	Sooo, Sidney's dad. Good to meet you. I'm Alison. I'm from Port Huron. (To Mrs Kowalski) And you must be Sidney's mom?
MRS KOWALSKI	No I am not!
ALISON	Oh, okay. My dad married again too, so that's cool. (To Richard) You wanna dance?
RICHARD YOUNG	No thank you.
ALISON	Okay. Where are my cigarettes? (feeling in the pocket of the jacket) What is that?
ALISON	Oh, hey, is that....?
RICHARD YOUNG	I think it is probably cocaine.
SIDNEY	It wasn't actually for me. I was going to give it to this young actress...
ALISON	So, hey, visiting your boy. That's nice. You must be pretty proud of him, huh?
SIDNEY	I think you should lie down Alison.
ALISON	He's doing just great at the magazine.
ALISON	First we all thought he was kinda creepy because he was always hanging around the water-cooler, hitting on women...
SIDNEY	Really Alison, I think...
ALISON	But I think that was pretty much an act. So, Mister Sidney, whatcha doing here?
RICHARD YOUNG	Please, call me Richard. I've written a little book so I'm doing a few talks.
ALISON	A book! Hey - I'm writing a book. What's yours about? Don't tell me - it's a thriller, right?
RICHARD YOUNG	No, nothing so interesting I'm afraid. I'm a philosopher.
ALISON	Philosophy? Really? Have you written any...
ALISON	Oh my God...Richard? R.C. Young? You're R.C Young? (To Sidney) You...you didn't say...
RICHARD YOUNG	I'd love to hear what you think of the book if you have time to read it. Alison snorts with laughter.
ALISON	What would Sidney know about philosophy?
RICHARD YOUNG	Well, he does have a Masters in the subject. Alison stares at Sidney. She breaks into a snorting laugh again.
ALISON	You're shitting me! Sidney? He...he likes Con Air! She stops laughing, hit by a sudden wave of nausea.
ALISON	I...I don't feel very well. Mrs Kowalski stands up.
MRS KOWALSKI	Come on. It is time you went to bed. (To Sidney) You can sleep on the couch.
ALISON	Okay. Better go before I find out something else I don't know about Sidney. Mrs Kowalski turns to Richard.
MRS KOWALSKI	It was a pleasure to meet you Lord Young. Alison stares at Sidney who smiles weakly.
SIDNEY	You should have said you were coming.
RICHARD YOUNG	That would have required you answering one of my calls.
SIDNEY	I've been pretty busy.
RICHARD YOUNG	Which reminds me, I was talking to a publisher friend of mine the other day. He mentioned that they were planning a series of introductory texts on philosophers. I wondered if you would be interested?
SIDNEY	I have a job, dad.
RICHARD YOUNG	Of course, of course. I picked up a copy of your magazine at the airport.
SIDNEY	Why've you always got to do this? It's...it's...
RICHARD YOUNG	It was just a joke Sidney...
SIDNEY	Actually it's not. Because you're saying that what I do for a living is worthless and...
RICHARD YOUNG	I don't think it's worthless. I just think, in your heart, you know you could do more with your life than...
SIDNEY	More? Sharps is one of the most respected magazines in the world. There's a million hacks who would kill to be where I am now.
SIDNEY	You know who I interviewed recently? Nathan Lane.
RICHARD YOUNG	I don't know who...
SIDNEY	I KNOW you don't know who that is! You don't know who anyone is! You thought Brad Pitt was a cave in Yorkshire! But most people do know who they are, okay? And most people wouldn't think that a journalist who gets to mix with stars like that was a, a disappointment!
RICHARD YOUNG	I don't think you're a disappointment Sidney. I've never thought that. I'm sorry. I didn't mean to upset you.
SIDNEY	Things haven't really been that great. I don't know what it is. (Beat) I'm not... getting ahead.
RICHARD YOUNG	If you're not happy...
SIDNEY	No. I'm fine. I know I can make it.
RICHARD YOUNG	Einstein said "Try not to become a man of success but rather to become a man of value."
SIDNEY	What? No. We're just friends.
RICHARD YOUNG	I saw the way you looked at her. Sidney considers this, knowing it's true.
SIDNEY	She doesn't feel that way about me. New York women don't date losers.
RICHARD YOUNG	I suppose not. But Alison is from Port Huron, isn't she? Sidney stares at him.
ALISON	I don't remember very much but I'm so, so sorry. I'll get myself together and get going...
SIDNEY	Why? No, you're all right. It's...it's nice to have the company.
ALISON	Oh God...your father. And that woman.
SIDNEY	Mrs Kowalski? Don't worry about it. The last woman she caught me with had a penis, so you know...you're a big step up.
ALISON	Thanks.
ALISON	Who's that?
SIDNEY	That's my mother.
ALISON	No way!
SIDNEY	Yeah, I don't take after her...
ALISON	Was she a model?
SIDNEY	Actress.
ALISON	Wow. Movies?
SIDNEY	Some. British, small parts...
ALISON	Is she...
SIDNEY	No, she died when I was young.
ALISON	Must have been pretty cool having your mom in the movies.
SIDNEY	Yeah, I suppose. I used to see her on the TV every now and then when I was growing up. Sort of weird.
SIDNEY	Here we go! English fry-up. Perfect hangover cure.
SIDNEY	Sorry, I was just...uh...(He can't think of an excuse) ...rooting through your private possessions... Alison sits on the couch, feeling too ill to be annoyed.
SIDNEY	I like the opening.
ALISON	You do?
SIDNEY	I do. Can I read the rest of it? Believe it or not, I'm a pretty good editor.
ALISON	I don't know. I don't even know if I'm going to bother finishing it.
SIDNEY	"Keep true to the dreams of thy youth." Alison examines him through narrowed eyes.
ALISON	Is that from Troy again?
SIDNEY	Schiller. She puts her things back in her bag.
ALISON	I'll jump in the shower and then I really will get out of your hair. Sidney watches, not wanting her to go.
SIDNEY	Oh, I forgot...I got you a present.
SIDNEY	I was just walking past this music shop on the corner and I saw it. I thought it might cheer you up. Alison is deeply touched.
ALISON	That's...I don't know what to say. (Beat) I haven't got a turntable.
SIDNEY	Oh. (Beat) Well, you can always come here to listen to it. Sidney takes the record and puts it on the turntable in the corner of the room. He selects the finale music - it's funny and sad, glamorous and romantic... They listen to it for a moment. Sidney starts to dance a little. He cha-cha's over to her and holds out his hand.
ALISON	Are you kidding? I could throw up on you again.
SIDNEY	C'mon... Alison reluctantly gets up. They dance ironically. Alison laughs a little. Gradually they get more into it, enjoying the music - a man in shorts and a woman in pyjamas, cha-cha-chaing, a summer breeze wafting in the through the open windows behind him...
INGRID	Hey, Alice? Versace. You like?
ALISON	I'm good, thanks.
INGRID	Honey, everyone needs to change their look every now and then. Especially if they have a new man in their life.
ALISON	What are you talking about?
ANNA	Tell me it isn't so.
ALISON	Of course not.
ANNA	Thank God. Can you imagine? He's such a creep.
ANNA	These are gorgeous, but I'm just too fat.
INGRID	Oh don't be crazy! Alice? Is Anna fat?
ALISON	Not at all. Why, she's so thin I could just take her little spindly body and snap it over my knee like a dry fucking twig.
ANNA	Thanks.
ALISON	Oh, and for your information Sidney Young has got more going for him than most of the men in this town. She gets up to leave, the others gawping after her.
SIDNEY	Hey Alison, I was wondering if you wanted to...(Beat. Starting again) Hello there. Listen I was wondering if you wanted to see a movie or...a meal...or...(Beat, starting again.) Alison. You wanna go on a date? We see he is staring at his reflection in a mirror. He slips in a pair of PLASTIC FANGS and smiles toothily.
SIDNEY	I like your costume Vincent.
VINCENT	I'm not wearing a costume.
SIDNEY	Oh. They walk on.
VINCENT	Idiot.
SIDNEY	Wanker. Sidney continues through the crowd to Alison. He puts his Dracula TEETH in.
SIDNEY	Haven't we met somewhere before?
ALISON	That's why I don't go there any more. They smile, but Alison seems a little nervous.
ALISON	I've been looking for you actually. There's, uh, there's something I need to...
SIDNEY	(Mumbling through his
TEETH)	Me first. Listen I was wondering if you want to go to the movies or maybe for a, uh....
ALISON	What? I can't understand what you're saying.
SIDNEY	Sorry. I was just saying... Maddox appears and gives Alison a glass of champagne. He kisses her.
